sep=,
,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
73,0,15362,3485,0,13486,18,11794,0,0,83
74,0,15594,3286,0,13636,72,12224,0,0,84
75,0,15800,3152,0,13818,72,12564,0,0,84
76,0,16011,3049,0,13999,70,12877,0,0,85
77,0,16449,3159,0,14404,70,13205,0,0,85
78,0,16635,3015,0,14571,69,13534,0,0,86
79,0,16823,2905,0,14740,67,13830,0,0,88
80,0,16998,2823,0,14898,68,14087,0,0,88
81,0,17165,2607,0,14978,75,14450,0,0,108
82,0,17316,2517,0,15106,75,14691,0,0,108
83,0,17464,2405,0,15235,74,14951,0,0,108
84,0,17890,2603,0,15620,75,15178,0,0,109
85,0,18000,2479,0,15721,73,15412,0,0,109
86,0,18132,2405,0,15835,73,15618,0,0,109
87,0,18253,2314,0,15941,72,15830,0,0,109
88,0,18371,2110,0,15868,188,16127,0,0,134
89,0,18478,2031,0,15962,188,16313,0,0,134
90,0,18567,1932,0,16042,188,16501,0,0,134
91,0,18905,2092,0,16354,185,16679,0,0,134
92,0,18989,2010,0,16431,186,16845,0,0,134
93,0,19083,1953,0,16515,186,16996,0,0,134
94,0,19171,1893,0,16591,186,17144,0,0,134
95,0,19247,1560,0,16459,203,17497,0,0,190
96,0,19334,1536,0,16535,202,17608,0,0,190
97,0,19419,1489,0,16617,202,17740,0,0,190
98,0,19765,1713,0,16926,201,17862,0,0,190
99,0,19843,1674,0,16995,202,17978,0,0,191
100,0,19912,1636,0,17052,202,18085,0,0,191
101,0,19982,1618,0,17114,203,18173,0,0,191
102,0,20043,1283,0,17025,145,18498,0,0,262
103,0,20097,1255,0,17071,147,18580,0,0,262
104,0,20159,1223,0,17130,147,18674,0,0,262
105,0,20521,1497,0,17463,147,18762,0,0,262
106,0,20576,1474,0,17512,145,18839,0,0,263
107,0,20624,1435,0,17555,145,18926,0,0,263
108,0,20672,1397,0,17596,144,19011,0,0,264
109,0,20718,1072,0,17522,119,19326,0,0,320
110,0,20766,1040,0,17568,117,19406,0,0,320
111,0,20814,1019,0,17607,117,19475,0,0,320
112,0,21061,1196,0,17835,117,19545,0,0,320
113,0,21098,1172,0,17870,117,19606,0,0,320
114,0,21131,1151,0,17902,117,19660,0,0,320
115,0,21171,1130,0,17937,118,19721,0,0,320
116,0,21209,802,0,17856,114,20054,0,0,353
117,0,21257,796,0,17897,115,20108,0,0,353
118,0,21284,776,0,17919,116,20155,0,0,353
119,0,21531,975,0,18147,116,20203,0,0,353
120,0,21555,954,0,18170,117,20248,0,0,353
121,0,21590,942,0,18200,118,20295,0,0,353
122,0,21615,918,0,18225,117,20343,0,0,354
123,0,21648,680,0,18165,93,20579,0,0,389
124,0,21669,663,0,18183,92,20617,0,0,389
125,0,21692,652,0,18204,91,20651,0,0,389
126,0,21925,845,0,18408,91,20691,0,0,389
127,0,21951,832,0,18431,90,20730,0,0,389
128,0,21968,801,0,18446,90,20778,0,0,389
129,0,21987,793,0,18465,90,20805,0,0,389
130,0,22009,530,0,18432,52,21065,0,0,414
131,0,22028,525,0,18447,52,21089,0,0,414
132,0,22048,510,0,18464,52,21124,0,0,414
133,0,22486,923,0,18858,52,21149,0,0,414
134,0,22503,907,0,18871,52,21182,0,0,414
135,0,22526,908,0,18892,51,21204,0,0,414
136,0,22542,901,0,18906,51,21227,0,0,414
137,0,22572,689,0,18892,42,21456,0,0,427
138,0,22587,678,0,18907,42,21482,0,0,427
139,0,22601,675,0,18921,42,21499,0,0,427
140,0,23150,1205,0,19413,42,21518,0,0,427
141,0,23169,1202,0,19428,42,21540,0,0,427
142,0,23197,1211,0,19454,42,21559,0,0,427
143,0,23214,1208,0,19470,42,21579,0,0,427
144,0,23234,825,0,19411,77,21967,0,0,442
145,0,23254,828,0,19427,77,21984,0,0,442
146,0,23266,817,0,19438,77,22007,0,0,442
147,0,24003,1538,0,20099,77,22023,0,0,442
148,0,24018,1523,0,20113,77,22053,0,0,442
149,0,24038,1529,0,20128,78,22067,0,0,442
150,0,24059,1536,0,20147,78,22081,0,0,442
151,0,24074,994,0,20092,70,22616,0,0,464
152,0,24088,990,0,20102,71,22634,0,0,464
153,0,24105,979,0,20119,71,22662,0,0,464
154,0,24931,1789,0,20858,72,22678,0,0,464
155,0,24958,1796,0,20882,72,22698,0,0,464
156,0,24983,1801,0,20904,72,22718,0,0,464
157,0,25008,1814,0,20927,72,22730,0,0,464
158,0,25039,1133,0,20861,97,23420,0,0,486
159,0,25058,1136,0,20880,96,23435,0,0,487
160,0,25078,1136,0,20899,96,23455,0,0,487
161,0,25966,2002,0,21686,95,23477,0,0,487
162,0,26000,2022,0,21715,96,23491,0,0,487
163,0,26024,2032,0,21738,96,23504,0,0,488
164,0,26060,2051,0,21771,96,23521,0,0,488
165,0,26097,1260,0,21713,94,24323,0,0,514
166,0,26118,1254,0,21733,94,24350,0,0,514
167,0,26140,1251,0,21754,94,24375,0,0,514
168,0,26920,2007,0,22456,95,24399,0,0,514
169,0,26947,2002,0,22479,94,24430,0,0,515
170,0,26987,2022,0,22518,93,24449,0,0,516
171,0,27011,2027,0,22540,94,24468,0,0,516
172,0,27046,1150,0,22504,70,25352,0,0,544
173,0,27058,1129,0,22514,71,25385,0,0,544
174,0,27086,1133,0,22541,71,25409,0,0,544
175,0,27970,1982,0,23322,72,25444,0,0,544
176,0,28012,1988,0,23361,73,25480,0,0,544
177,0,28048,2004,0,23392,74,25500,0,0,544
178,0,28087,2021,0,23427,74,25521,0,0,545
179,0,28124,1257,0,23413,53,26298,0,0,569
180,0,28155,1261,0,23440,53,26325,0,0,569
181,0,28187,1255,0,23467,55,26363,0,0,569
182,0,29161,2205,0,24322,55,26386,0,0,570
183,0,29230,2238,0,24386,54,26421,0,0,571
184,0,29290,2285,0,24439,53,26434,0,0,571
185,0,29352,2319,0,24490,53,26462,0,0,571
186,0,29410,1475,0,24514,35,27351,0,0,584
187,0,29454,1476,0,24550,34,27393,0,0,585
188,0,29508,1493,0,24599,33,27429,0,0,586
189,0,30404,2349,0,25423,32,27469,0,0,586
190,0,30475,2383,0,25486,32,27506,0,0,586
191,0,30545,2422,0,25550,32,27537,0,0,586
192,0,30622,2467,0,25618,32,27568,0,0,587
193,0,30683,1560,0,25635,38,28527,0,0,596
194,0,30722,1532,0,25671,40,28594,0,0,596
195,0,30770,1519,0,25718,39,28654,0,0,597
196,0,31597,2283,0,26462,38,28716,0,0,598
197,0,31653,2281,0,26509,38,28774,0,0,598
198,0,31715,2299,0,26568,38,28818,0,0,598
199,0,31773,2303,0,26620,38,28872,0,0,598
200,0,31833,1459,0,26645,30,29765,0,0,609
201,0,31878,1431,0,26684,28,29837,0,0,610
202,0,31924,1407,0,26728,28,29907,0,0,610
203,0,33189,2596,0,27876,29,29983,0,0,610
204,0,33267,2613,0,27939,29,30044,0,0,610
205,0,33345,2652,0,28010,29,30083,0,0,610
206,0,33418,2676,0,28072,28,30132,0,0,610
207,0,33500,1925,0,28126,22,30959,0,0,616
208,0,33571,1940,0,28191,22,31015,0,0,616
209,0,33651,1958,0,28259,22,31077,0,0,616
210,0,34647,2895,0,29169,21,31136,0,0,616
211,0,34746,2935,0,29259,22,31195,0,0,616
212,0,34821,2966,0,29321,23,31239,0,0,616
213,0,34901,3000,0,29393,23,31285,0,0,616
214,0,35012,1839,0,29482,16,32548,0,0,625
215,0,35072,1821,0,29537,16,32626,0,0,625
216,0,35126,1798,0,29589,17,32703,0,0,625
217,0,36080,2679,0,30457,17,32776,0,0,625
218,0,36174,2691,0,30541,17,32857,0,0,626
219,0,36251,2697,0,30610,17,32928,0,0,626
220,0,36327,2693,0,30682,17,33008,0,0,626
221,0,36393,1758,0,30734,12,34001,0,0,634
222,0,36432,1700,0,30766,14,34098,0,0,634
223,0,36482,1674,0,30810,13,34173,0,0,635
224,0,37402,2514,0,31644,13,34253,0,0,635
225,0,37467,2469,0,31699,14,34363,0,0,635
226,0,37528,2470,0,31755,14,34423,0,0,635
227,0,37602,2490,0,31819,14,34477,0,0,635
228,0,37672,1604,0,31875,12,35432,0,0,636
229,0,37729,1565,0,31927,10,35527,0,0,637
230,0,37775,1534,0,31970,10,35604,0,0,637
231,0,38459,2142,0,32599,10,35680,0,0,637
232,0,38522,2137,0,32656,8,35748,0,0,637
233,0,38599,2174,0,32730,7,35788,0,0,637
234,0,38667,2192,0,32794,7,35838,0,0,637
235,0,38712,1312,0,32833,2,36760,0,0,640
236,0,38761,1297,0,32874,3,36824,0,0,640
237,0,38810,1286,0,32919,4,36884,0,0,640
238,0,39144,1547,0,33216,5,36957,0,0,640
239,0,39202,1535,0,33263,5,37027,0,0,640
240,0,39255,1531,0,33312,5,37084,0,0,640
241,0,39303,1533,0,33356,5,37130,0,0,640
242,0,39356,903,0,33401,6,37812,0,0,641
243,0,39398,881,0,33436,5,37876,0,0,641
244,0,39433,839,0,33468,5,37953,0,0,641
245,0,39640,977,0,33653,4,38022,0,0,641
246,0,39686,980,0,33694,6,38065,0,0,641
247,0,39727,973,0,33729,7,38113,0,0,641
248,0,39757,954,0,33758,7,38162,0,0,641
249,0,39794,660,0,33782,10,38493,0,0,641
250,0,39832,640,0,33816,10,38551,0,0,641
251,0,39863,617,0,33846,9,38605,0,0,641
252,0,40031,738,0,33996,10,38652,0,0,641
253,0,40069,722,0,34029,9,38706,0,0,641
254,0,40102,712,0,34060,8,38749,0,0,641
255,0,40137,712,0,34093,8,38784,0,0,641
256,0,40169,532,0,34124,3,38995,0,0,642
257,0,40176,493,0,34130,3,39041,0,0,642
258,0,40197,473,0,34150,3,39082,0,0,642
259,0,40313,558,0,34257,2,39113,0,0,642
260,0,40327,535,0,34268,2,39150,0,0,642
261,0,40345,516,0,34284,3,39187,0,0,642
262,0,40367,507,0,34306,3,39218,0,0,642
263,0,40378,355,0,34309,8,39381,0,0,642
264,0,40390,329,0,34320,8,39419,0,0,642
265,0,40398,304,0,34327,8,39452,0,0,642
266,0,40495,366,0,34417,8,39487,0,0,642
267,0,40506,344,0,34427,7,39519,0,0,643
268,0,40515,345,0,34436,6,39527,0,0,643
269,0,40523,332,0,34443,6,39548,0,0,643
270,0,40529,218,0,34447,2,39665,0,0,646
271,0,40532,208,0,34449,3,39678,0,0,646
272,0,40536,194,0,34452,3,39696,0,0,646
273,0,40640,276,0,34546,3,39718,0,0,646
274,0,40648,273,0,34553,3,39729,0,0,646
275,0,40652,265,0,34557,3,39741,0,0,646
276,0,40657,262,0,34562,3,39749,0,0,646
277,0,40666,172,0,34571,1,39848,0,0,646
278,0,40669,163,0,34574,0,39860,0,0,646
279,0,40671,156,0,34575,0,39869,0,0,646
280,0,40749,226,0,34646,0,39877,0,0,646
281,0,40756,227,0,34651,0,39883,0,0,646
282,0,40767,235,0,34662,0,39886,0,0,646
283,0,40778,242,0,34672,0,39890,0,0,646
284,0,40785,145,0,34678,0,39994,0,0,646
285,0,40790,142,0,34682,0,40002,0,0,646
286,0,40794,142,0,34685,0,40006,0,0,646
287,0,40883,226,0,34762,0,40011,0,0,646
288,0,40889,223,0,34768,0,40020,0,0,646
289,0,40896,227,0,34774,0,40023,0,0,646
290,0,40904,233,0,34782,0,40025,0,0,646
291,0,40915,167,0,34792,1,40102,0,0,646
292,0,40921,166,0,34798,1,40109,0,0,646
293,0,40927,161,0,34804,1,40120,0,0,646
294,0,41013,236,0,34881,1,40131,0,0,646
295,0,41027,244,0,34893,2,40137,0,0,646
296,0,41039,251,0,34901,2,40142,0,0,646
297,0,41049,257,0,34911,2,40146,0,0,646
298,0,41062,182,0,34922,3,40233,0,0,647
299,0,41068,182,0,34925,3,40239,0,0,647
300,0,41079,186,0,34936,3,40246,0,0,647
301,0,41126,225,0,34976,3,40254,0,0,647
302,0,41131,218,0,34981,2,40266,0,0,647
303,0,41141,222,0,34989,2,40272,0,0,647
304,0,41154,229,0,35001,2,40278,0,0,647
305,0,41166,154,0,35012,1,40364,0,0,648
306,0,41181,155,0,35024,1,40378,0,0,648
307,0,41196,158,0,35039,1,40390,0,0,648
308,0,41279,231,0,35119,1,40400,0,0,648
309,0,41286,225,0,35123,1,40413,0,0,648
310,0,41297,230,0,35132,1,40419,0,0,648
311,0,41310,232,0,35144,1,40430,0,0,648
312,0,41320,195,0,35153,1,40477,0,0,648
313,0,41323,193,0,35156,1,40482,0,0,648
314,0,41328,189,0,35160,2,40491,0,0,648
315,0,41396,244,0,35225,2,40504,0,0,648
316,0,41403,239,0,35231,2,40516,0,0,648
317,0,41407,228,0,35235,2,40531,0,0,648
318,0,41415,221,0,35242,2,40546,0,0,648
319,0,41422,145,0,35247,2,40628,0,0,649
